id,chr,name,biotype,length
ENSG00000170677,18,SOCS6,protein_coding,5839
ENSG00000170681,9,CAVIN4,protein_coding,3098
ENSG00000170683,11,OR10A3,protein_coding,2650
ENSG00000170684,19,ZNF296,protein_coding,1743
ENSG00000170689,17,HOXB9,protein_coding,2586
ENSG00000170703,17,TTLL6,protein_coding,5097
ENSG00000170734,6,POLH,protein_coding,8368
ENSG00000170743,11,SYT9,protein_coding,4774
ENSG00000170745,2,KCNS3,protein_coding,3128
ENSG00000170748,11,RBMXL2,protein_coding,2151
ENSG00000170759,10,KIF5B,protein_coding,5866
ENSG00000170775,7,GPR37,protein_coding,5298
ENSG00000170776,15,AKAP13,protein_coding,20280
ENSG00000170777,9,TPD52L3,protein_coding,3465
ENSG00000170779,14,CDCA4,protein_coding,2448
ENSG00000170782,11,OR10A4,protein_coding,995
ENSG00000170786,8,SDR16C5,protein_coding,3284
ENSG00000170788,10,DYDC1,protein_coding,1237
ENSG00000170790,11,OR10A2,protein_coding,5390
ENSG00000170791,8,CHCHD7,protein_coding,5877
ENSG00000170801,4,HTRA3,protein_coding,3319
ENSG00000170802,2,FOXN2,protein_coding,5482
ENSG00000170807,7,LMOD2,protein_coding,2672
ENSG00000170819,3,BFSP2,protein_coding,2009
ENSG00000170820,2,FSHR,protein_coding,3160
ENSG00000170832,17,USP32,protein_coding,9522
ENSG00000170835,9,CEL,protein_coding,2381
ENSG00000170836,17,PPM1D,protein_coding,5044
ENSG00000170837,3,GPR27,protein_coding,2642
ENSG00000170846,4,AC093323.1,protein_coding,3599
ENSG00000170848,19,PSG6,protein_coding,5133
ENSG00000170852,7,KBTBD2,protein_coding,4850
ENSG00000170854,3,RIOX2,protein_coding,6880
ENSG00000170855,12,TRIAP1,protein_coding,1411
ENSG00000170860,3,LSM3,protein_coding,3359
ENSG00000170871,4,KIAA0232,protein_coding,8499
ENSG00000170873,8,MTSS1,protein_coding,7777
ENSG00000170876,3,TMEM43,protein_coding,3498
ENSG00000170881,8,RNF139,protein_coding,3262
ENSG00000170890,12,PLA2G1B,protein_coding,624
ENSG00000170891,4,CYTL1,protein_coding,989
ENSG00000170892,19,TSEN34,protein_coding,3542
ENSG00000170893,3,TRH,protein_coding,1592
ENSG00000170899,6,GSTA4,protein_coding,2101
ENSG00000170903,11,MSANTD4,protein_coding,5108
ENSG00000170906,19,NDUFA3,protein_coding,2475
ENSG00000170909,19,OSCAR,protein_coding,2084
ENSG00000170915,6,PAQR8,protein_coding,5034
ENSG00000170917,4,NUDT6,protein_coding,6582
ENSG00000170920,19,OR7G3,protein_coding,939
ENSG00000170921,17,TANC2,protein_coding,22866
ENSG00000170923,19,OR7G2,protein_coding,3062
ENSG00000170925,X,TEX13B,protein_coding,1248
ENSG00000170927,6,PKHD1,protein_coding,17443
ENSG00000170929,19,OR1M1,protein_coding,2588
ENSG00000170935,X,NCBP2L,protein_coding,2079
ENSG00000170946,11,DNAJC24,protein_coding,8578
ENSG00000170948,19,MBD3L1,protein_coding,958
ENSG00000170949,19,ZNF160,protein_coding,8511
ENSG00000170950,6,PGK2,protein_coding,1626
ENSG00000170953,11,OR8B12,protein_coding,2147
ENSG00000170954,19,ZNF415,protein_coding,3780
ENSG00000170955,11,CAVIN3,protein_coding,1557
ENSG00000170956,19,CEACAM3,protein_coding,2931
ENSG00000170959,11,DCDC1,protein_coding,13160
ENSG00000170961,8,HAS2,protein_coding,4240
ENSG00000170962,11,PDGFD,protein_coding,4263
ENSG00000170965,X,PLAC1,protein_coding,1904
ENSG00000170967,11,DDI1,protein_coding,2557
ENSG00000170989,1,S1PR1,protein_coding,5223
ENSG00000171004,X,HS6ST2,protein_coding,5002
ENSG00000171014,11,OR4D5,protein_coding,1095
ENSG00000171016,15,PYGO1,protein_coding,9005
ENSG00000171017,19,LRRC8E,protein_coding,4329
ENSG00000171033,8,PKIA,protein_coding,4015
ENSG00000171044,8,XKR6,protein_coding,5676
ENSG00000171045,8,TSNARE1,protein_coding,4339
ENSG00000171049,19,FPR2,protein_coding,3625
ENSG00000171051,19,FPR1,protein_coding,2578
ENSG00000171053,11,PATE1,protein_coding,2362
ENSG00000171054,X,OR13H1,protein_coding,1081
ENSG00000171055,2,FEZ2,protein_coding,8938
ENSG00000171056,8,SOX7,protein_coding,3215
ENSG00000171060,8,C8orf74,protein_coding,5352
ENSG00000171067,11,C11orf24,protein_coding,3403
ENSG00000171094,2,ALK,protein_coding,7382
ENSG00000171097,9,KYAT1,protein_coding,3585
ENSG00000171100,X,MTM1,protein_coding,3835
ENSG00000171102,9,OBP2B,protein_coding,1135
ENSG00000171103,2,TRMT61B,protein_coding,2064
ENSG00000171105,19,INSR,protein_coding,10831
ENSG00000171109,3,MFN1,protein_coding,5945
ENSG00000171115,7,GIMAP8,protein_coding,4185
ENSG00000171116,X,HSFX1,protein_coding,1963
ENSG00000171119,19,NRTN,protein_coding,1109
ENSG00000171121,3,KCNMB3,protein_coding,8979
ENSG00000171124,19,FUT3,protein_coding,3109
ENSG00000171126,2,KCNG3,protein_coding,3709
ENSG00000171130,7,ATP6V0E2,protein_coding,6751
ENSG00000171132,2,PRKCE,protein_coding,9978
ENSG00000171133,9,OR2K2,protein_coding,1116
ENSG00000171135,3,JAGN1,protein_coding,1779
ENSG00000171136,19,RLN3,protein_coding,1201
ENSG00000171148,3,TADA3,protein_coding,4234
ENSG00000171150,2,SOCS5,protein_coding,7490
ENSG00000171155,X,C1GALT1C1,protein_coding,1808
ENSG00000171159,9,C9orf16,protein_coding,1653
ENSG00000171160,10,MORN4,protein_coding,2512
ENSG00000171161,1,ZNF672,protein_coding,3741
ENSG00000171163,1,ZNF692,protein_coding,3929
ENSG00000171169,9,NAIF1,protein_coding,3620
ENSG00000171174,2,RBKS,protein_coding,3153
ENSG00000171180,1,OR2M4,protein_coding,5934
ENSG00000171189,21,GRIK1,protein_coding,4242
ENSG00000171195,4,MUC7,protein_coding,2798
ENSG00000171199,4,OPRPN,protein_coding,1048
ENSG00000171201,4,SMR3B,protein_coding,1383
ENSG00000171202,11,TMEM126A,protein_coding,971
ENSG00000171204,11,TMEM126B,protein_coding,2416
ENSG00000171206,10,TRIM8,protein_coding,5011
ENSG00000171208,16,NETO2,protein_coding,7429
ENSG00000171209,4,CSN3,protein_coding,836
ENSG00000171217,6,CLDN20,protein_coding,1209
ENSG00000171219,11,CDC42BPG,protein_coding,6531
ENSG00000171222,20,SCAND1,protein_coding,1996
ENSG00000171223,19,JUNB,protein_coding,1830
ENSG00000171224,10,FAM241B,protein_coding,1350
ENSG00000171227,2,TMEM37,protein_coding,2291
ENSG00000171234,4,UGT2B7,protein_coding,2260
ENSG00000171236,19,LRG1,protein_coding,2702
ENSG00000171241,16,SHCBP1,protein_coding,6175
ENSG00000171243,7,SOSTDC1,protein_coding,2473
ENSG00000171246,17,NPTX1,protein_coding,7020
ENSG00000171262,15,FAM98B,protein_coding,6851
ENSG00000171291,19,ZNF439,protein_coding,5207
ENSG00000171295,19,ZNF440,protein_coding,6453
ENSG00000171298,17,GAA,protein_coding,5236
ENSG00000171302,17,CANT1,protein_coding,4422
ENSG00000171303,2,KCNK3,protein_coding,6223
ENSG00000171307,10,ZDHHC16,protein_coding,3039
ENSG00000171310,12,CHST11,protein_coding,6492
ENSG00000171311,10,EXOSC1,protein_coding,3578
ENSG00000171314,10,PGAM1,protein_coding,2540
ENSG00000171316,8,CHD7,protein_coding,17020
ENSG00000171320,8,ESCO2,protein_coding,7805
ENSG00000171345,17,KRT19,protein_coding,2336
ENSG00000171346,17,KRT15,protein_coding,5969
ENSG00000171357,1,LURAP1,protein_coding,1849
ENSG00000171360,17,KRT38,protein_coding,2691
ENSG00000171365,X,CLCN5,protein_coding,11457
ENSG00000171368,5,TPPP,protein_coding,5979
ENSG00000171385,1,KCND3,protein_coding,8027
ENSG00000171388,X,APLN,protein_coding,3224
ENSG00000171396,17,KRTAP4-4,protein_coding,1100
ENSG00000171401,17,KRT13,protein_coding,2913
ENSG00000171402,X,XAGE3,protein_coding,567
ENSG00000171403,17,KRT9,protein_coding,2296
ENSG00000171405,X,XAGE5,protein_coding,1115
ENSG00000171408,6,PDE7B,protein_coding,5941
ENSG00000171421,5,MRPL36,protein_coding,1395
ENSG00000171425,19,ZNF581,protein_coding,1635
ENSG00000171428,8,NAT1,protein_coding,3152
ENSG00000171431,17,KRT20,protein_coding,1913
ENSG00000171433,X,GLOD5,protein_coding,1064
ENSG00000171435,12,KSR2,protein_coding,18301
ENSG00000171443,19,ZNF524,protein_coding,1441
ENSG00000171444,5,MCC,protein_coding,10739
ENSG00000171446,17,KRT27,protein_coding,1799
ENSG00000171448,9,ZBTB26,protein_coding,4657
ENSG00000171450,2,CDK5R2,protein_coding,2490
ENSG00000171451,18,DSEL,protein_coding,9266
ENSG00000171453,6,POLR1C,protein_coding,5505
ENSG00000171456,20,ASXL1,protein_coding,13676
ENSG00000171459,9,OR1L6,protein_coding,1115
ENSG00000171462,6,DLK2,protein_coding,2236
ENSG00000171466,19,ZNF562,protein_coding,13022
ENSG00000171467,6,ZNF318,protein_coding,9728
ENSG00000171469,19,ZNF561,protein_coding,6304
ENSG00000171475,17,WIPF2,protein_coding,8123
ENSG00000171476,4,HOPX,protein_coding,7753
ENSG00000171478,X,SPACA5B,protein_coding,595
ENSG00000171481,9,OR1L3,protein_coding,1118
ENSG00000171487,19,NLRP5,protein_coding,4077
ENSG00000171488,1,LRRC8C,protein_coding,11724
ENSG00000171489,X,SPACA5,protein_coding,732
ENSG00000171490,16,RSL1D1,protein_coding,6162
ENSG00000171492,1,LRRC8D,protein_coding,4852
ENSG00000171495,5,MROH2B,protein_coding,6085
ENSG00000171496,9,OR1L8,protein_coding,2024
ENSG00000171497,4,PPID,protein_coding,2516
ENSG00000171501,9,OR1N2,protein_coding,1115
ENSG00000171502,1,COL24A1,protein_coding,9568
ENSG00000171503,4,ETFDH,protein_coding,4493
ENSG00000171505,9,OR1N1,protein_coding,939
ENSG00000171509,4,RXFP1,protein_coding,5684
ENSG00000171517,1,LPAR3,protein_coding,3536
ENSG00000171522,5,PTGER4,protein_coding,3544
ENSG00000171530,5,TBCA,protein_coding,3114
ENSG00000171532,17,NEUROD2,protein_coding,6242
ENSG00000171533,11,MAP6,protein_coding,6351
ENSG00000171540,5,OTP,protein_coding,3476
ENSG00000171551,2,ECEL1,protein_coding,2978
ENSG00000171552,20,BCL2L1,protein_coding,4197
ENSG00000171557,4,FGG,protein_coding,3600
ENSG00000171560,4,FGA,protein_coding,3918
ENSG00000171561,11,OR2AT4,protein_coding,8795
ENSG00000171564,4,FGB,protein_coding,4374
ENSG00000171566,4,PLRG1,protein_coding,5015
ENSG00000171570,19,RAB4B-EGLN2,protein_coding,3088
ENSG00000171574,19,ZNF584,protein_coding,3672
ENSG00000171587,21,DSCAM,protein_coding,8596
ENSG00000171595,17,DNAI2,protein_coding,2864
ENSG00000171596,2,NMUR1,protein_coding,3221
ENSG00000171603,1,CLSTN1,protein_coding,5241
ENSG00000171604,5,CXXC5,protein_coding,3795
ENSG00000171606,19,ZNF274,protein_coding,8333
ENSG00000171608,1,PIK3CD,protein_coding,6333
ENSG00000171611,6,PTCRA,protein_coding,1171
ENSG00000171612,1,SLC25A33,protein_coding,3865
ENSG00000171617,5,ENC1,protein_coding,8282
ENSG00000171621,1,SPSB1,protein_coding,3389
ENSG00000171631,11,P2RY6,protein_coding,10778
ENSG00000171634,17,BPTF,protein_coding,15119
ENSG00000171643,5,S100Z,protein_coding,1954
ENSG00000171649,19,ZIK1,protein_coding,5370
ENSG00000171657,X,GPR82,protein_coding,3318
ENSG00000171659,X,GPR34,protein_coding,1926
ENSG00000171680,1,PLEKHG5,protein_coding,6935
ENSG00000171681,12,ATF7IP,protein_coding,13189
ENSG00000171695,20,LKAAEAR1,protein_coding,868
ENSG00000171700,20,RGS19,protein_coding,2028
ENSG00000171703,20,TCEA2,protein_coding,4788
ENSG00000171711,8,DEFB4A,protein_coding,337
ENSG00000171714,11,ANO5,protein_coding,7638
ENSG00000171720,5,HDAC3,protein_coding,4610
ENSG00000171722,1,SPATA46,protein_coding,1848
ENSG00000171723,14,GPHN,protein_coding,6007
ENSG00000171724,16,VAT1L,protein_coding,4103
ENSG00000171729,1,TMEM51,protein_coding,2238
ENSG00000171735,1,CAMTA1,protein_coding,9903
ENSG00000171747,19,LGALS4,protein_coding,2226
ENSG00000171757,3,LRRC34,protein_coding,5276
ENSG00000171759,12,PAH,protein_coding,7378
ENSG00000171763,15,SPATA5L1,protein_coding,3397
ENSG00000171766,15,GATM,protein_coding,9260
ENSG00000171772,10,SYCE1,protein_coding,4016
ENSG00000171773,19,NXNL1,protein_coding,918
ENSG00000171777,19,RASGRP4,protein_coding,4183
ENSG00000171786,1,NHLH1,protein_coding,2557
ENSG00000171790,1,SLFNL1,protein_coding,4310
ENSG00000171791,18,BCL2,protein_coding,12612
ENSG00000171792,12,RHNO1,protein_coding,2644
ENSG00000171793,1,CTPS1,protein_coding,11164
ENSG00000171794,10,UTF1,protein_coding,1214
ENSG00000171798,10,KNDC1,protein_coding,8213
ENSG00000171804,19,WDR87,protein_coding,9199
ENSG00000171806,1,METTL18,protein_coding,1575
ENSG00000171811,10,CFAP46,protein_coding,10698
ENSG00000171812,1,COL8A2,protein_coding,4669
ENSG00000171813,10,PWWP2B,protein_coding,2647
ENSG00000171815,5,PCDHB1,protein_coding,7973
ENSG00000171817,19,ZNF540,protein_coding,4386
ENSG00000171819,1,ANGPTL7,protein_coding,2224
ENSG00000171823,12,FBXL14,protein_coding,2703
ENSG00000171824,1,EXOSC10,protein_coding,5991
ENSG00000171827,19,ZNF570,protein_coding,6246
ENSG00000171840,12,NINJ2,protein_coding,2048
ENSG00000171843,9,MLLT3,protein_coding,8081
ENSG00000171847,12,FAM90A1,protein_coding,2538
ENSG00000171848,2,RRM2,protein_coding,9153
ENSG00000171853,2,TRAPPC12,protein_coding,9193
ENSG00000171855,9,IFNB1,protein_coding,839
ENSG00000171860,12,C3AR1,protein_coding,3491
ENSG00000171861,17,MRM3,protein_coding,1985
ENSG00000171862,10,PTEN,protein_coding,11069
ENSG00000171864,20,PRND,protein_coding,3981
ENSG00000171865,2,RNASEH1,protein_coding,5945
ENSG00000171867,20,PRNP,protein_coding,2737
ENSG00000171872,1,KLF17,protein_coding,3160
ENSG00000171873,20,ADRA1D,protein_coding,3004
ENSG00000171877,15,FRMD5,protein_coding,6692
ENSG00000171885,18,AQP4,protein_coding,5943
ENSG00000171903,19,CYP4F11,protein_coding,4027
ENSG00000171914,15,TLN2,protein_coding,16209
ENSG00000171916,17,LGALS9C,protein_coding,4754
ENSG00000171928,17,TVP23B,protein_coding,5746
ENSG00000171931,17,FBXW10,protein_coding,4388
ENSG00000171936,19,OR10H3,protein_coding,1029
ENSG00000171940,20,ZNF217,protein_coding,6175
ENSG00000171942,19,OR10H2,protein_coding,1029
ENSG00000171943,1,SRGAP2C,protein_coding,7335
ENSG00000171944,11,OR52A5,protein_coding,4039
ENSG00000171951,2,SCG2,protein_coding,2577
ENSG00000171953,17,ATPAF2,protein_coding,5553
ENSG00000171954,19,CYP4F22,protein_coding,2612
ENSG00000171956,15,FOXB1,protein_coding,3606
ENSG00000171960,1,PPIH,protein_coding,5095
ENSG00000171962,17,DRC3,protein_coding,7332
ENSG00000171970,19,ZNF57,protein_coding,2324
ENSG00000171984,20,SHLD1,protein_coding,2185
ENSG00000171988,10,JMJD1C,protein_coding,11162
ENSG00000171989,15,LDHAL6B,protein_coding,1746
ENSG00000171992,5,SYNPO,protein_coding,10243
ENSG00000172000,19,ZNF556,protein_coding,6574
ENSG00000172005,2,MAL,protein_coding,1453
ENSG00000172006,19,ZNF554,protein_coding,5653
ENSG00000172007,4,RAB33B,protein_coding,4714
ENSG00000172009,19,THOP1,protein_coding,7421
ENSG00000172014,9,ANKRD20A4P,protein_coding,4510
ENSG00000172016,2,REG3A,protein_coding,1580
ENSG00000172020,3,GAP43,protein_coding,1901
ENSG00000172023,2,REG1B,protein_coding,2391
ENSG00000172031,1,EPHX4,protein_coding,2250
ENSG00000172037,3,LAMB2,protein_coding,6865
ENSG00000172046,3,USP19,protein_coding,5723
ENSG00000172053,3,QARS1,protein_coding,4703
ENSG00000172057,17,ORMDL3,protein_coding,3752
ENSG00000172058,5,SERF1A,protein_coding,3021
ENSG00000172059,2,KLF11,protein_coding,4594
ENSG00000172061,3,LRRC15,protein_coding,5938
ENSG00000172062,5,SMN1,protein_coding,3097
ENSG00000172071,2,EIF2AK3,protein_coding,5469
ENSG00000172073,2,TEX37,protein_coding,798
ENSG00000172081,19,MOB3A,protein_coding,4145
ENSG00000172086,2,KRCC1,protein_coding,2028
ENSG00000172113,3,NME6,protein_coding,7258
ENSG00000172115,7,CYCS,protein_coding,5791
ENSG00000172116,2,CD8B,protein_coding,5279
ENSG00000172123,17,SLFN12,protein_coding,3674
ENSG00000172137,16,CALB2,protein_coding,1701
ENSG00000172139,3,SLC9C1,protein_coding,4208
ENSG00000172146,17,OR1A1,protein_coding,6889
ENSG00000172150,17,OR1A2,protein_coding,930
ENSG00000172154,11,OR8I2,protein_coding,1010
ENSG00000172155,1,LCE1D,protein_coding,460
ENSG00000172156,17,CCL11,protein_coding,1005
ENSG00000172159,9,FRMD3,protein_coding,6486
ENSG00000172164,8,SNTB1,protein_coding,6794
ENSG00000172167,8,MTBP,protein_coding,8327
ENSG00000172171,17,TEFM,protein_coding,2642
ENSG00000172172,8,MRPL13,protein_coding,4209
ENSG00000172175,18,MALT1,protein_coding,11448
ENSG00000172179,6,PRL,protein_coding,1431
ENSG00000172183,15,ISG20,protein_coding,7184
ENSG00000172188,11,OR4C11,protein_coding,2737
ENSG00000172197,6,MBOAT1,protein_coding,4325
ENSG00000172199,11,OR8U1,protein_coding,930
ENSG00000172201,6,ID4,protein_coding,3873
ENSG00000172208,11,OR4X2,protein_coding,1025
ENSG00000172209,7,GPR22,protein_coding,3711
ENSG00000172215,3,CXCR6,protein_coding,3775
ENSG00000172216,20,CEBPB,protein_coding,1839
ENSG00000172232,19,AZU1,protein_coding,1782
ENSG00000172236,16,TPSAB1,protein_coding,1583
ENSG00000172238,4,ATOH1,protein_coding,2212
ENSG00000172239,5,PAIP1,protein_coding,3391
ENSG00000172243,12,CLEC7A,protein_coding,4190
ENSG00000172244,5,C5orf34,protein_coding,3006
ENSG00000172247,11,C1QTNF4,protein_coding,1413
ENSG00000172260,1,NEGR1,protein_coding,13208
ENSG00000172262,5,ZNF131,protein_coding,8516
ENSG00000172264,20,MACROD2,protein_coding,11428
ENSG00000172269,11,DPAGT1,protein_coding,5280
ENSG00000172270,19,BSG,protein_coding,4418
ENSG00000172273,11,HINFP,protein_coding,9858
ENSG00000172289,11,OR10V1,protein_coding,930
ENSG00000172292,2,CERS6,protein_coding,6851
ENSG00000172296,20,SPTLC3,protein_coding,8527
ENSG00000172301,17,COPRS,protein_coding,1379
ENSG00000172315,20,TP53RK,protein_coding,3185
ENSG00000172318,2,B3GALT1,protein_coding,5094
ENSG00000172320,11,OR5A1,protein_coding,8612
ENSG00000172322,12,CLEC12A,protein_coding,3256
ENSG00000172324,11,OR5A2,protein_coding,9445
ENSG00000172331,7,BPGM,protein_coding,2539
ENSG00000172336,7,POP7,protein_coding,911
ENSG00000172339,1,ALG14,protein_coding,9641
ENSG00000172340,3,SUCLG2,protein_coding,3088
ENSG00000172345,15,STARD5,protein_coding,6339
ENSG00000172346,22,CSDC2,protein_coding,3003
ENSG00000172348,6,RCAN2,protein_coding,3799
ENSG00000172349,15,IL16,protein_coding,12094
ENSG00000172350,11,ABCG4,protein_coding,6231
ENSG00000172354,7,GNB2,protein_coding,2692
ENSG00000172361,18,CFAP53,protein_coding,1824
ENSG00000172362,11,OR5B12,protein_coding,1810
ENSG00000172365,11,OR5B2,protein_coding,2234
ENSG00000172366,16,MCRIP2,protein_coding,5019
ENSG00000172367,11,PDZD3,protein_coding,3827
ENSG00000172375,11,C2CD2L,protein_coding,9216
ENSG00000172377,11,OR9I1,protein_coding,3184
ENSG00000172379,15,ARNT2,protein_coding,7737
ENSG00000172380,1,GNG12,protein_coding,4715
ENSG00000172382,16,PRSS27,protein_coding,5920
ENSG00000172399,4,MYOZ2,protein_coding,2549
ENSG00000172403,4,SYNPO2,protein_coding,19530
ENSG00000172404,22,DNAJB7,protein_coding,2565
ENSG00000172409,11,CLP1,protein_coding,2189
ENSG00000172410,1,INSL5,protein_coding,715
ENSG00000172421,17,EFCAB3,protein_coding,3077
ENSG00000172425,11,TTC36,protein_coding,1009
ENSG00000172426,6,RSPH9,protein_coding,2642
ENSG00000172428,2,COPS9,protein_coding,2037
ENSG00000172432,6,GTPBP2,protein_coding,4726
ENSG00000172456,1,FGGY,protein_coding,12174
ENSG00000172457,11,OR9G4,protein_coding,2608
ENSG00000172458,13,IL17D,protein_coding,3327
ENSG00000172459,11,OR5AR1,protein_coding,1026
ENSG00000172461,6,FUT9,protein_coding,13729
ENSG00000172464,11,OR5AP2,protein_coding,1006
ENSG00000172465,X,TCEAL1,protein_coding,1601
ENSG00000172466,18,ZNF24,protein_coding,8242
ENSG00000172469,6,MANEA,protein_coding,5190
ENSG00000172476,X,RAB40A,protein_coding,4018
ENSG00000172478,2,MAB21L4,protein_coding,2772
ENSG00000172482,2,AGXT,protein_coding,4114
ENSG00000172487,11,OR8J1,protein_coding,1332
ENSG00000172489,11,OR5T3,protein_coding,969
ENSG00000172493,4,AFF1,protein_coding,10968
ENSG00000172497,5,ACOT12,protein_coding,2453
ENSG00000172500,11,FIBP,protein_coding,3346
ENSG00000172508,11,CARNS1,protein_coding,5670
ENSG00000172519,19,OR10H5,protein_coding,6463
ENSG00000172530,16,BANP,protein_coding,8154
ENSG00000172531,11,PPP1CA,protein_coding,4073
ENSG00000172534,X,HCFC1,protein_coding,9011
ENSG00000172538,10,FAM170B,protein_coding,1414
ENSG00000172543,11,CTSW,protein_coding,1809
ENSG00000172548,5,NIPAL4,protein_coding,4019
ENSG00000172551,12,MUCL1,protein_coding,3971
ENSG00000172554,2,SNTG2,protein_coding,4488
ENSG00000172568,5,FNDC9,protein_coding,2243
ENSG00000172572,12,PDE3A,protein_coding,13308
ENSG00000172575,15,RASGRP1,protein_coding,6105
ENSG00000172578,3,KLHL6,protein_coding,10543
ENSG00000172586,10,CHCHD1,protein_coding,1483
ENSG00000172590,14,MRPL52,protein_coding,3213
ENSG00000172594,6,SMPDL3A,protein_coding,2349
ENSG00000172602,12,RND1,protein_coding,3948
ENSG00000172613,11,RAD9A,protein_coding,4169
ENSG00000172638,11,EFEMP2,protein_coding,5397
ENSG00000172640,12,OR10AD1,protein_coding,1305
ENSG00000172650,10,AGAP5,protein_coding,2833
ENSG00000172661,10,WASHC2C,protein_coding,5705
ENSG00000172663,11,TMEM134,protein_coding,5892
ENSG00000172667,3,ZMAT3,protein_coding,11298
ENSG00000172671,10,ZFAND4,protein_coding,6233
ENSG00000172673,6,THEMIS,protein_coding,4309
ENSG00000172680,8,MOS,protein_coding,1041
ENSG00000172687,19,ZNF738,protein_coding,3905
ENSG00000172689,11,MS4A10,protein_coding,2311
ENSG00000172716,17,SLFN11,protein_coding,5982
ENSG00000172717,14,FAM71D,protein_coding,4502
ENSG00000172724,9,CCL19,protein_coding,773
ENSG00000172725,11,CORO1B,protein_coding,5327
ENSG00000172728,8,FUT10,protein_coding,5330
ENSG00000172731,10,LRRC20,protein_coding,3625
ENSG00000172732,11,MUS81,protein_coding,5448
ENSG00000172733,8,PURG,protein_coding,3771
ENSG00000172738,6,TMEM217,protein_coding,3350
ENSG00000172742,11,OR4D9,protein_coding,6274
ENSG00000172748,8,ZNF596,protein_coding,6008
ENSG00000172752,3,COL6A5,protein_coding,9586
ENSG00000172757,11,CFL1,protein_coding,5865
ENSG00000172765,3,TMCC1,protein_coding,8138
ENSG00000172766,13,NAA16,protein_coding,5805
ENSG00000172769,11,OR5B3,protein_coding,1046
ENSG00000172771,3,EFCAB12,protein_coding,7789
ENSG00000172772,11,OR10W1,protein_coding,1469
ENSG00000172775,16,PSME3IP1,protein_coding,4347
ENSG00000172780,3,RAB43,protein_coding,4991
ENSG00000172782,17,FADS6,protein_coding,2858
ENSG00000172785,9,CBWD1,protein_coding,14170
ENSG00000172789,12,HOXC5,protein_coding,1611
ENSG00000172794,17,RAB37,protein_coding,5072
ENSG00000172795,5,DCP2,protein_coding,11371
ENSG00000172803,11,SNX32,protein_coding,3773
ENSG00000172817,8,CYP7B1,protein_coding,7542
ENSG00000172818,11,OVOL1,protein_coding,3803
ENSG00000172819,12,RARG,protein_coding,5127
ENSG00000172824,16,CES4A,protein_coding,4353
ENSG00000172828,16,CES3,protein_coding,4928
ENSG00000172830,11,SSH3,protein_coding,3611
ENSG00000172831,16,CES2,protein_coding,5343
ENSG00000172840,16,PDP2,protein_coding,8215
ENSG00000172845,2,SP3,protein_coding,17223
ENSG00000172867,12,KRT2,protein_coding,2569
ENSG00000172869,5,DMXL1,protein_coding,13680
ENSG00000172878,2,METAP1D,protein_coding,4490
ENSG00000172888,3,ZNF621,protein_coding,8943
ENSG00000172889,9,EGFL7,protein_coding,2564
ENSG00000172890,11,NADSYN1,protein_coding,16263
ENSG00000172893,11,DHCR7,protein_coding,4121
ENSG00000172901,5,LVRN,protein_coding,6636
ENSG00000172915,13,NBEA,protein_coding,11955
ENSG00000172922,11,RNASEH2C,protein_coding,4972
ENSG00000172927,11,MYEOV,protein_coding,3747
ENSG00000172932,11,ANKRD13D,protein_coding,5890
ENSG00000172935,11,MRGPRF,protein_coding,2719
ENSG00000172936,3,MYD88,protein_coding,3989
ENSG00000172938,11,MRGPRD,protein_coding,966
ENSG00000172939,3,OXSR1,protein_coding,6071
ENSG00000172940,3,SLC22A13,protein_coding,2997
ENSG00000172943,X,PHF8,protein_coding,9314
ENSG00000172954,2,LCLAT1,protein_coding,7517
ENSG00000172955,4,ADH6,protein_coding,4401
ENSG00000172967,22,XKR3,protein_coding,1690
ENSG00000172969,3,FRG2C,protein_coding,2078
ENSG00000172977,11,KAT5,protein_coding,3732
ENSG00000172985,2,SH3RF3,protein_coding,5948
ENSG00000172986,3,GXYLT2,protein_coding,3683
ENSG00000172987,10,HPSE2,protein_coding,4421
ENSG00000172992,17,DCAKD,protein_coding,2834
ENSG00000172995,3,ARPP21,protein_coding,10092
ENSG00000173011,4,TADA2B,protein_coding,5795
ENSG00000173013,4,CCDC96,protein_coding,2153
ENSG00000173020,11,GRK2,protein_coding,6602
ENSG00000173039,11,RELA,protein_coding,5459
ENSG00000173040,4,EVC2,protein_coding,5501
ENSG00000173041,7,ZNF680,protein_coding,5561
ENSG00000173064,12,HECTD4,protein_coding,21746
ENSG00000173065,17,FAM222B,protein_coding,5514
ENSG00000173068,9,BNC2,protein_coding,15323
ENSG00000173080,1,RXFP4,protein_coding,1450
ENSG00000173083,4,HPSE,protein_coding,5101
ENSG00000173085,4,COQ2,protein_coding,2774
ENSG00000173093,12,CCDC63,protein_coding,2184
ENSG00000173110,1,HSPA6,protein_coding,2355
ENSG00000173113,11,TRMT112,protein_coding,1100
ENSG00000173114,7,LRRN3,protein_coding,3875
ENSG00000173120,11,KDM2A,protein_coding,10381
ENSG00000173124,10,ACSM6,protein_coding,2807
ENSG00000173137,8,ADCK5,protein_coding,2742
ENSG00000173141,13,MRPL57,protein_coding,2233
ENSG00000173145,10,NOC3L,protein_coding,4464
ENSG00000173153,11,ESRRA,protein_coding,3101
ENSG00000173156,11,RHOD,protein_coding,1240
ENSG00000173157,12,ADAMTS20,protein_coding,7524
ENSG00000173163,2,COMMD1,protein_coding,2392
ENSG00000173166,2,RAPH1,protein_coding,11622
ENSG00000173171,1,MTX1,protein_coding,3282
